2020-10-27 10:10:40,177 ---登录功能开始--- INFO
2020-10-27 10:10:53,685 -输入用户名- INFO
2020-10-27 10:10:53,690 -输入密码- INFO
2020-10-27 10:10:53,694 -点击登录- INFO
2020-10-27 10:11:01,234 ---登录功能开始--- INFO
2020-10-27 10:11:11,859 -输入用户名- INFO
2020-10-27 10:11:52,235 ---登录功能开始--- INFO
2020-10-27 10:21:37,510 ---登录功能开始--- INFO
2020-10-27 10:21:37,574 -输入用户名- INFO
2020-10-27 10:21:37,635 -输入密码- INFO
2020-10-27 10:21:39,742 -点击登录- INFO
2020-10-27 10:21:45,647 ---登录功能开始--- INFO
2020-10-27 10:21:45,708 -输入用户名- INFO
2020-10-27 10:21:45,762 -输入密码- INFO
2020-10-27 10:21:45,815 -点击登录- INFO
2020-10-27 10:22:22,310 ---登录功能开始--- INFO
2020-10-27 10:22:22,377 -输入用户名- INFO
2020-10-27 10:22:22,435 -输入密码- INFO
2020-10-27 10:22:22,696 -点击登录- INFO
2020-10-27 10:22:28,653 ---登录功能开始--- INFO
2020-10-27 10:22:28,716 -输入用户名- INFO
2020-10-27 10:22:28,770 -输入密码- INFO
2020-10-27 10:22:28,827 -点击登录- INFO
2020-10-27 10:23:09,464 ---登录功能开始--- INFO
2020-10-27 10:23:09,527 -输入用户名- INFO
2020-10-27 10:23:09,593 -输入密码- INFO
2020-10-27 10:23:09,943 -点击登录- INFO
2020-10-27 10:23:16,220 ---登录功能开始--- INFO
2020-10-27 10:23:16,277 -输入用户名- INFO
2020-10-27 10:23:16,334 -输入密码- INFO
2020-10-27 10:23:16,387 -点击登录- INFO
2020-10-27 10:24:30,757 ---登录功能开始--- INFO
2020-10-27 10:24:30,826 -输入用户名- INFO
2020-10-27 10:24:30,889 -输入密码- INFO
2020-10-27 10:24:31,230 -点击登录- INFO
2020-10-27 10:24:37,148 ---登录功能开始--- INFO
2020-10-27 10:24:37,217 -输入用户名- INFO
2020-10-27 10:24:37,272 -输入密码- INFO
2020-10-27 10:24:37,325 -点击登录- INFO
2020-10-27 10:28:06,746 ---登录功能开始--- INFO
2020-10-27 10:28:12,445 -输入用户名- INFO
2020-10-27 10:28:12,448 -输入密码- INFO
2020-10-27 10:28:12,452 -点击登录- INFO
2020-10-27 10:28:21,807 ---登录功能开始--- INFO
2020-10-27 10:28:21,882 -输入用户名- INFO
2020-10-27 10:28:21,952 -输入密码- INFO
2020-10-27 10:28:23,275 -点击登录- INFO
2020-10-27 10:28:28,326 topFrame success INFO
2020-10-27 10:28:58,493 mainFrame success INFO
2020-10-27 10:29:10,900 submit click success INFO
